Month,Year,GP_Index_No,pluno,Item_Name,Net_Qty,O_B,Closing_Stock
April,2022,I/009676H,9676,INDULEKHA BRIGHA OIL 100 ML,14,5,1
April,2022,I/009688S,9688,H/OIL NAVRATAN 100 ML,20,20,0
April,2022,I/009690K,9690,J&J BABY OIL 500 ML,4,4,0
April,2022,I/009692A,9692,BABY OIL JOHNSON 200 ML,8,0,0
April,2022,I/009719I,9719,INDICA POWER HAIR DIE 6 GM,20,132,112
April,2022,I/009721H,9721,STREAX HAIR COLOUR COMBI PACK,10,70,60
April,2022,I/009731Y,9731,H/DYE KESH KALA VASMOL 50 ML,16,103,87
April,2022,I/009732S,9732,H/DYE L O GARNIER NO-1 100ML,49,56,7
April,2022,I/009733T,9733,H/DYE L O GARNIER NO-3 100 ML,6,80,74
April,2022,I/009734K,9734,H/DYE GARNIER NO-316 100ML,17,96,79
April,2022,I/009743K,9743,"WHISPER CHOICE 7""S PACK SANITRY",31,162,131
April,2022,I/009744W,9744,WHISPER ULTRA 8'S,18,23,5
April,2022,I/009745W,9745,WHISPER ULTRA 7 S,34,34,0
April,2022,I/009746W,9746,WHISPER MAXI  FIT 15 PADS,34,35,1
April,2022,I/009747K,9747,"WHISPER ULTRA CLEAN 15""S PACK",53,10,5
April,2022,I/009748W,9748,WHISPER CHOICE REGULAR 7 S,40,124,84
April,2022,I/009749K,9749,"TEDDY NAPPI PAD 18""S PACK",10,22,12
April,2022,I/009754S,9754,"WHISPER  MAXI FIT 8""",10,10,0
April,2022,I/009758A,9758,S/T NEW STAYFREE COTTONY 7 S,23,23,0
April,2022,I/009759W,9759,WHISPER ULTRA OVERNIGHT,30,39,9
April,2022,I/009761L,9761,S/TOWEL STAYFREE SEC. E/LARGE,100,45,17
April,2022,I/009792D,9792,PAMPERS ACTIVE 20 M DIAPER,6,6,0
April,2022,I/009796H,9796,PAMPERS PREMIUM CARE PANTS NB S24,1,1,0
April,2022,I/009801X,9801,T/ROLL BLOSSOM POPULAR,8,65,57
April,2022,I/009805K,9805,BABY DREAM SOFT WIPES 80S,23,85,62
April,2022,I/009808P,9808,PAMPERS PANTS V/PACK DIAPERS XL-26,4,4,0
April,2022,I/009811P,9811,PAMPERS ACTIVE 62 M BABY DIAPER,3,3,0
April,2022,I/009813P,9813,PAMPERS ACTIVE 32 XL BABY DIAPER,4,4,0
April,2022,I/009814J,9814,HUGGIES M PANT,10,10,0
April,2022,I/009816S,9816,"TEDDY BABY PANTS SAMLL 46""S",7,7,0
April,2022,I/009817S,9817,"TEDDY BABY PANTS MEDIUM 36""S",4,5,1
April,2022,I/009820P,9820,P/TEDDY BABY DIAPERS SMALL 44' S,3,5,2
April,2022,I/009831S,9831,TISSUE PAPER FACE PAM,41,41,0
April,2022,I/009844G,9844,TEDDY WET BABY WIPES,1,1,0
April,2022,I/009851T,9851,PAPERBOX TOILET ROLL ULTRA SOFT,6,54,48
April,2022,I/009852P,9852,PAPER BOX TOILET ROLL 6 X 100,8,22,14
April,2022,I/009871L,9871,COMFORT FABRIC COND GREEN 860ML,10,65,103
April,2022,I/009872K,9872,COMFORT FABRIC COND PINK 860ML,30,22,40
April,2022,I/009876Y,9876,REVIVE LIQUID STIFFNER,7,82,75
April,2022,I/009878U,9878,UJALA STIFF &SHINE 200ML,17,304,287
April,2022,I/009888K,9888,BLUE UJALA SUPERME 200ML,29,247,218
April,2022,I/009889V,9889,VANISH LIQUID FABRIC STAIN REMOVER,41,120,79
April,2022,I/009890C,9890,COMFORT- F/ CONDITIONER 800ML,64,110,78
April,2022,I/009894V,9894,VANISH STAIN REMOVER 240 GM,14,21,7
April,2022,I/009951K,9951,"WHISPER ULTRA CLEAN 30 ""S XL WINGS",8,8,0
April,2022,I/009952W,9952,WHISPER BINDAZZ NIGHT XL 27PADS,26,26,0
April,2022,I/009954W,9954,WHISPER CHOICE 6PADS,33,89,56
April,2022,I/009955Y,9955,RIO SANITARTY NAPKIN,23,62,39
April,2022,I/009956J,9956,RIO SANITARY NAPKIN WINGS,14,68,54
April,2022,I/009963S,9963,FIAMA B/WASH BRAHM & ALMOND 200ML,10,15,5
April,2022,I/009964S,9964,FIAMA MEN SHOER GEL REFRESHING,2,18,16
April,2022,I/009965S,9965,FIAMA MEN SHOER GEL QUICK WASH,10,23,13
April,2022,I/009966S,9966,FIAMA MEN SHOER GEL COOL BRUST,17,17,0
April,2022,I/009972L,9972,NATURAL GOLD BRIDAL FACIAL KIT,2,12,10
April,2022,I/009973S,9973,LOREAL COLOR PROTECTING SHAMPOO,24,0,0
April,2022,I/009974S,9974,SESA AYURVEDIC OIL 200ML,12,59,47
April,2022,I/009975S,9975,SESA HAIR FALL SHAMPOO 100ML,7,0,137
April,2022,I/009976S,9976,SESA HAIR FALL SHAMPOO 200ML,23,30,79
April,2022,I/009979S,9979,SESA HAIR COLOUR BLACK 50ML,1,21,20
April,2022,I/009980S,9980,FIGO DETERGENT POWDER 1KG,20,20,0
April,2022,I/009981S,9981,FIGO MATIC LIQUID DETERGENT 1 LTR,11,25,14
April,2022,I/090016T,90016,TULIPS TOOTH PICKS 250S JAR,31,160,129
April,2022,I/091154E,91154,EMAMI VASOCARE PETROLEUM JELLY 25GM,24,117,93
April,2022,II/002117K,2117,NIRLON BRAND GREEN PAD 5 PC PACK,21,21,0
April,2022,II/002119K,2119,NIRLON BRAND STAINLESS STEEL 2 IN 1,7,7,0
April,2022,II/005013L,5013,GLAZZE SCRUB PAD 7.5CM X 10 CM,6,0,11
April,2022,II/005019Y,5019,JUGNU STEEL SCRUBBER,30,77,47
April,2022,II/005020S,5020,EXO SAFAI LARGE,50,65,15
April,2022,II/005021T,5021,EXO SAFAI SMALL,8,16,8
April,2022,II/005022T,5022,EXO SAFAI STEEL,105,384,279
April,2022,II/005051P,5051,PRIL UNTENSIL LIQUID 225ML,126,140,14
April,2022,II/005052V,5052,VIM DROP ACTIVE GEL 250ML,41,37,0
April,2022,II/005053E,5053,EXO DISH WASH ROUND BAR 500G,144,0,0
April,2022,II/005054P,5054,PRIL LIQUID 425ML,40,40,0
April,2022,II/005099K,5099,PRIL 2 LTR JAR,12,17,5
April,2022,II/008032D,8032,ROOM FRESHNER ODONIL 160G,4,4,0
April,2022,II/008033E,8033,ROOM FRESHNER PRRM.150G,5,31,26
April,2022,II/013006A,13006,PREMIUM AIR FRAGNANCE JASMINE,14,14,0
April,2022,II/013007P,13007,PREMIUM AIR FRAGRANCE 125 GM,4,32,28
April,2022,II/013008P,13008,PREMIUM AIR FRAGRANCE BLOOMING 125,7,7,0
April,2022,II/013037A,13037,AMBIPUR CAR FRESHNER STARTER,6,19,13
April,2022,II/013038A,13038,AMBIPUR CAR FRESHNER REFILLS,4,17,13
April,2022,II/013039R,13039,AIR FRESHNER 275ML ROSE,58,86,28
April,2022,II/013109S,13109,AGARBATTI GLORY 30 GMS,91,236,145
April,2022,II/013119A,13119,AGARBATTI SANDAL 100GM,60,288,228
April,2022,II/013120P,13120,HARI DARSHAN DHOOP 4IN1,147,248,101
April,2022,II/013122T,13122,HARIDARSHAN DHOOP,99,131,32
April,2022,II/013123T,13123,AGG GUGAL HARIDARSHAN 100,16,432,416
April,2022,II/013136A,13136,AGARBATTI CYCLE 25 STICKS,129,133,4
April,2022,II/013141A,13141,AGARBATHI CYCLE 3IN 1 95GM,82,70,180
April,2022,II/013165K,13165,MANGALAM ORGANIC CAMPHOR 250GM,18,18,0
April,2022,II/013166J,13166,MANGALAM CAMPHORE CONE JASMINE,24,118,94
April,2022,II/013167K,13167,MANGALAM CMPHOR CONE,4,140,136
April,2022,II/013168H,13168,MANGALAM CAMPHORE CONE ROSE,3,0,47
April,2022,II/013170S,13170,HARI DARSHAN GULAB AGABATTI 100HM,104,236,132
April,2022,II/013189G,13189,P/COOKER SUNFLAME 3LTR,1,13,12
April,2022,II/014005D,14005,P/COOKER UNITED 5 LTS W/OUT,3,3,0
April,2022,II/014008P,14008,P/COOKER SNFLAME 3 LT INNER LID,7,11,4
April,2022,II/014009H,14009,P/COOKER SUNFLAME 5L INNER LID,5,12,7
April,2022,II/014015K,14015,P/COOKER SUNFLAME 3LTR OUTER LID,2,8,6
April,2022,II/014021Y,14021,P/C HAWKINS HARD ANODISED 3.5LTR,1,0,1
April,2022,II/014022G,14022,P/C PRESTIGE HARD ANODISED 3LTR,2,0,0
April,2022,II/014023G,14023,MINI CHOPPER GLEN MODEL GL 4043,3,17,14
April,2022,II/014028E,14028,KINFE & PEELER 3 PSC SET,13,196,183
April,2022,II/014086K,14086,PANASONIC AUTOMATIC COOKER WARMER,1,4,3
April,2022,II/014102K,14102,USHA HANDI PRES/ COOKER 5 LTR,1,0,1
April,2022,II/014108P,14108,PRESTIGE NAKSHTRA 5 LTR INNER LID,1,0,2
April,2022,II/014109P,14109,PRESTIGE NAKSHTRA 2 LTR HARD INDU.,2,0,1
April,2022,II/014988H,14988,TIFFIN EXCELSIOR S/S CONT.,5,10,5
April,2022,II/014996E,14996,CASEROLLE BUFFET MILTON 2 L,5,5,0
April,2022,II/015006M,15006,WONDERCHEF CASSEROLE SET GRANITE,1,4,3
April,2022,II/015038A,15038,VACUUM BOTTLE 1000ML MILTON,26,0,4
April,2022,II/015048N,15048,NIRLON S/S VACCUME FLASK 500ML,4,5,1
April,2022,II/015285F,15285,THERMO S/STEEL FLASK 350ML,11,11,0
April,2022,II/017014S,17014,CUT GLASS BOROSIL MED,2,2,0
April,2022,II/017015T,17015,BOROSIL GLASS LARGE,9,9,0
April,2022,II/017127B,17127,BOROSIL RECTANGULAR DISH 1.5LTR,1,4,3
April,2022,II/017160C,17160,CORELLE LARGE SERVING BOWL 1,1,2,1
April,2022,II/018029S,18029,INDUCTION COOKER WITH COOKIN PAN,1,12,11
April,2022,II/018033P,18033,PHILIPS INDUCTION COOK,1,2,2
April,2022,II/018152D,18152,G/STOVE SUPERFLAME 2000 S/STEEL,4,8,4
April,2022,II/018158S,18158,G/Stove SuperFlame DLX Classic S/S,3,3,0
April,2022,II/018205X,18205,G/LIGHTER SURAJ S/STEEL,41,41,0
April,2022,II/018216I,18216,INALSA DELIGHT COOK TOP 2 BUNNER,1,4,3
April,2022,II/018240G,18240,GLEN D/B LPG GAS STOVE 1024GT XL,2,3,1
April,2022,II/018266H,18266,TAWA FLATE SUMEETRA 285MM,3,16,18
April,2022,II/018267Y,18267,TAWA SUMEETRA CONCAVE 285MM,4,5,1
April,2022,II/018298S,18298,DOSA TAWA SUPER FLAME 250MM,3,14,11
April,2022,II/018300S,18300,CHAPPATI TAWA 250MM SUPER FLAME,3,4,1
April,2022,II/018308Y,18308,WONDERCHEF GRANITE DOSA TAWA 28CM,1,6,5
April,2022,II/018335T,18335,GIFT SET 3 IN 1 SUMETRA,3,6,5
April,2022,II/018360W,18360,WONDERCHEF GRANITE SET WITH FREG,1,4,3
April,2022,II/018362G,18362,WONDERCHEF FRY PAN,1,8,7
April,2022,II/018365S,18365,WONDER CHEF GANITE WOK WITH LID,1,4,3
April,2022,II/018390S,18390,MAGMA AMBROSIA 2000S/S CASSEROLE,1,1,0
April,2022,II/018397S,18397,NON STICK INDUCTION COOWARE 3PCS,3,4,1
April,2022,II/018476H,18476,CRYSTAL KITCHEN KNIFE,6,52,46
April,2022,II/018494T,18494,TOYO S/STEELVEG & /CHIP MAKER 3 IN,1,1,0
April,2022,II/018509S,18509,LED EMERGENCY RECHARGEBLE LANTERN,2,7,5
April,2022,II/018510H,18510,HAVELLS LED NEW ADORE 7W B-22 CDL,37,41,4
April,2022,II/018586T,18586,POLOQUEEN FLOOR CLEANER 500ML,1,1,0
April,2022,II/019205K,19205,HERO THORN 26T,1,0,3
April,2022,II/019207J,19207,HERO MANHATTAN 26T WITHOUT GEAR,1,0,2
April,2022,II/020002J,20002,SURYA HERIYTAGE LIGHT IRON 1000W,3,3,0
April,2022,II/020909T,20909,HAVELLS C/FAN  ES 50 FIVE STAR,1,5,4
April,2022,II/020910H,20910,HAVELLS C/F  1200 MM,5,8,3
April,2022,II/020911X,20911,HAVELLS C/FAN NICOLA 1200 MM COPPER,2,11,9
April,2022,II/020912A,20912,HAVELLS C/FAN SS-390 MATALIC 1200,4,17,13
April,2022,II/020917P,20917,C/FAN ORIENT NATURAL PEARL 5STAR,2,0,2
April,2022,II/020959S,20959,SUFLAME ELE CELING FAN 56 INCH,1,4,3
April,2022,II/020960S,20960,SUNFLAME DECORATIVE CELING FAN 48,4,4,0
April,2022,II/020963S,20963,"C/FAN ORIENT PSPO S/C 48""BROWN",1,0,11
April,2022,II/020964T,20964,"C/FAN ORIENT PSPO S/C 56""BROWN",6,0,3
April,2022,II/021072S,21072,VENTILATION FAN 200MM,1,5,4
April,2022,II/021076X,21076,"ORIENT PSPO SUMMER DELIGHT 48"" W/O",5,0,2
April,2022,II/021077A,21077,"ORIENT PSPO C/FAN SUMMER PRIDE 48""",2,0,10
April,2022,II/021104H,21104,J M G SUPER FLAME2000 2 JAR,1,5,4
April,2022,II/021135P,21135,MIXER GRINDER PHILIPS HL1618/08,2,0,0
April,2022,II/021154Y,21154,SUPERFLAME MG WTH 3JAR,2,3,1
April,2022,II/021166M,21166,JUICER MIXER GRINDER SUNFLAME,1,6,6
April,2022,II/021186P,21186,PHILIPS CU/ HAND BLENDER CHOPPER,6,7,1
April,2022,II/021190H,21190,HANDBLENDER INALAS ROBOT 300,1,12,11
April,2022,II/021191M,21191,MIXER GRINDER MAHASHAKTI   WITH 3,2,10,8
April,2022,II/021208K,21208,SUNFLAME LIVA DRY IRON,22,24,2
April,2022,II/021209P,21209,PHILIPS STEAM IRON,7,23,16
April,2022,II/021224M,21224,SUNFLAM TRENDY MIXER GRINDER,3,5,2
April,2022,II/021243D,21243,STEAM IRON PHILIPS HI 205,1,2,1
April,2022,II/021279M,21279,SUNFLAME SUPREME J/ M/ GRINDER,1,7,6
April,2022,II/021348S,21348,IMERS/HEATER SUNFLAME 1KW,2,50,48
April,2022,II/021407M,21407,PRESTIGE SANDWICH MAKER GRILL FIXED,5,0,1
April,2022,II/021491B,21491,BOROSIL AKHAND DIYA,2,6,4
April,2022,II/021495S,21495,SYSKA 9 W LED  BULB B22,4,4,0
April,2022,II/021624G,21624,GLEN JMG 2 JAR GL 4011,1,1,0
April,2022,II/022104S,22104,USHA C/FAN 1200MM,3,0,1
April,2022,II/024006L,24006,T/CASE GEEP NO 777,1,0,9
April,2022,II/025009H,25009,S/M MERIT SINGER(25009) 12 ND89,1,0,0
April,2022,II/026216S,26216,SURAJ KITCHEN SANSI S/S,3,8,5
April,2022,II/026303S,26303,TEA STRANINER BIG  S/S,4,0,4
April,2022,II/027008K,27008,TRISHUL N/BALL 500,10,27,17
April,2022,II/027027E,27027,EXO DISH WASH BAR 325G,7,13,6
April,2022,II/027027E,27027,EXO DISH WASH BAR 325G,60,13,6
April,2022,II/027065P,27065,HARPIC BATHROOM CLEANER 500 ML,43,43,0
April,2022,II/027076P,27076,CLEANING BAR VIM 288 GMS.,50,0,0
April,2022,II/027081A,27081,SANITARY DISINFECTANT 100 SWEEPER,7,8,1
April,2022,II/027087P,27087,SCRUB SPONGE SCOTCH BRITE,32,0,0
April,2022,II/027088H,27088,CLEAN BAR PRIL  400G,11,11,0
April,2022,II/027099H,27099,COLIN GLASS CLEANER 500 M L,21,3,7
April,2022,II/027101S,27101,LIZOL 500 ML,42,2,32
April,2022,II/027128A,27128,ADMIRAL GLASS CLEANER 500 ML,10,34,24
April,2022,II/027130L,27130,HARPIC TOILET CLEANER 500 ML,96,0,0
April,2022,II/027137G,27137,OROMA N/BALL 200GM,20,0,4
April,2022,II/027143A,27143,N/BALL JEM 500GMS,11,0,25
April,2022,II/027169K,27169,LIZOL DISINFECTANT SURFACE CLEANER,41,41,0
April,2022,II/027197P,27197,HIT CIK 320 ML INSECTICIDE,10,0,0
April,2022,II/027299W,27299,BATHROOM CCLEANER WONDER CLEAN,10,0,14
April,2022,II/027319A,27319,HARPIC BATHROOM CLEANER 500 ML,45,69,24
April,2022,II/027320P,27320,LIZOL DISINFECTANT SURFACE CLEANER,53,69,16
April,2022,II/027360E,27360,MIRROR PAM -112,2,0,94
April,2022,II/027423X,27423,W/FILTER CANDEL ANJALI,6,6,0
April,2022,II/027491D,27491,DAILY CARE BRAND 24 CLIP F/HANGER,9,9,0
April,2022,II/028044P,28044,PITABARI PDR 100GM,102,0,18
April,2022,II/028067H,28067,BRASSO NO-2 100 ML,4,0,12
April,2022,II/067379H,67379,HAVELLS PDESTAL FAN,3,4,1
April,2022,III/002094V,2094,VIP SHOE POLISH BRUSH,17,35,18
April,2022,III/002095P,2095,SHOE BRUSH GALA,1,0,143
April,2022,III/028010L,28010,B/POLISH CHERRY LIQUID BLACK,67,230,163
April,2022,III/028015T,28015,B/POLISH CHERRY BLACK,73,342,485
April,2022,III/034035N,34035,PLASTIC MUG 1LTR NEW SITI,11,0,133
April,2022,III/034217K,34217,ROSHAN TUB 18 LTR,2,0,10
April,2022,III/034297K,34297,"MAT TABLE SERVEWELL 17X11""",4,29,25
April,2022,III/034302C,34302,CELLO GO YO WATTER BOTTLE 900ML,11,70,59
April,2022,III/034319H,34319,MAHEK WATER BOTTLE DESIGNER,61,173,112
April,2022,III/034325K,34325,DAILY CARE BRAND  FRIDGE BOTTLE,24,57,33
April,2022,III/034327C,34327,CELLO SPARK WATTER BOTTLE 1LTR,4,26,22
April,2022,III/034357D,34357,DAILY CARE BATHING STOOL,5,46,41
April,2022,III/034360S,34360,BATHING STOOL PATLA PRAKASH,5,12,7
April,2022,III/034369P,34369,PLASTIC DUST BIN 111 MINI,4,7,3
April,2022,III/034392E,34392,DAILY CARE OXO BIODEGRADABLE,10,85,75
April,2022,III/034395M,34395,MAHER CHOP & COOK CHOPPING BOARD,7,139,132
April,2022,III/034434G,34434,ASIAN FAMILY HOST TRAY,1,8,7
April,2022,III/034479P,34479,WIPER FLOOR KUSHAL 153.5X42,10,124,114
April,2022,III/034482S,34482,ROPE PLASTIC KUSHAL 15 MTR,7,0,9
April,2022,III/034483G,34483,GALA KITCHEN MUPPY,19,381,362
April,2022,III/034485D,34485,DUST PAN ( BIG),8,29,21
April,2022,III/034487J,34487,"JUGNU 777 FLOOR WIPER L 44""XW 15""",2,10,16
April,2022,III/034490D,34490,DAILY CARE FLOOR WIPER,2,240,238
April,2022,III/036869V,36869,RAIDER BACKPACKS AST BLUE,2,2,0
April,2022,III/036877D,36877,SAFARI MAZE BP RED,3,0,0
April,2022,III/036880D,36880,SAFARI MAZE BP GREY,2,0,1
April,2022,III/036883D,36883,CHASE 102 BP BIEGE,3,0,3
April,2022,III/036907S,36907,ECOLITE DELUXE 75,1,0,1
April,2022,III/036915L,36915,RIVIERA TROLLY  55 CM,4,4,0
April,2022,III/036916J,36916,RIVIERA TROLLY 65 CM,1,1,0
April,2022,III/036925G,36925,OXFORD MAX 69 BLUE VIP,1,1,6
April,2022,III/036951S,36951,VIBE 65 MATELIC PURPLE,2,2,0
April,2022,III/036959V,36959,MARSHAL NXT 55 BLUE,4,4,0
April,2022,III/036960V,36960,MARSHAL NXT 69 BERRY,1,1,0
April,2022,III/036961V,36961,MARSHAL NXT 69 BLUE,2,0,1
April,2022,III/036963V,36963,ZAPPER DLX 55 GRAPHITE,3,4,1
April,2022,III/036967V,36967,ZAPPER DLX 69 BLUE,5,0,1
April,2022,III/036975V,36975,LEGEND PLUS 80,1,0,3
April,2022,III/037004S,37004,SAFARI H/L  TROLLY  CASE 55,3,0,0
April,2022,III/037005S,37005,SAFARI H/L TROLLY  MONARCH 65,1,0,2
April,2022,III/037030F,37030,VIP OSCAR 55,2,4,2
April,2022,III/037033A,37033,VIP SKYBAG 55,3,3,0
April,2022,III/037065V,37065,VIP BRAND FERRARI STR 65  360 CP,1,1,0
April,2022,III/037075G,37075,VIP GLADIATOR FRAME STR 55-360CP,3,4,1
April,2022,III/037076G,37076,VIP GLADIATOR FRAME STR 65-360CP,1,2,1
April,2022,III/037177S,37177,VIP PRIDE STROLLY PLUS 64,5,5,0
April,2022,III/037187X,37187,STROLLEY  VIP INFINITY,8,8,0
April,2022,III/037188C,37188,"VIP  PRIDE STROILLY 54""",4,8,4
April,2022,III/037206S,37206,SAMSONITE AMERICAN S/LUGG 55CM,1,1,4
April,2022,III/037242A,37242,ARISTOCRAT S/LUGG ELITE II STRO,3,0,1
April,2022,III/037252L,37252,CLOVE LP BP,15,15,0
April,2022,III/037254S,37254,S/C SAFARI PERGO 60,2,0,0
April,2022,III/037255S,37255,S/C SAFARI PERGO 70,1,0,1
April,2022,III/037257X,37257,"SAFARI T/BAG 24""NUVOLDAPLUS60",2,0,0
April,2022,III/037258A,37258,"SAFARI T/BAG 27""NUVALDOPLUS 70",2,0,0
April,2022,III/037293E,37293,CHASE 108 BACK PACK,3,0,0
April,2022,III/037295H,37295,SAFARI CHASE 102,6,0,0
April,2022,III/037303S,37303,SAFARI HARD/SOFT LUGGAGE  TRAC,2,0,6
April,2022,III/037308S,37308,SKYBAG SOFT LUGG BEETLE BACKPACKS,6,6,0
April,2022,III/037309S,37309,SKYBAG SOFT LUGG OCTANE BACKPACKS,2,2,0
April,2022,III/037324A,37324,ARISTOCRAT S/LUGG ELITE II STROLLY,3,3,0
April,2022,III/037458E,37458,"SAFARI T/BAG 22"" CELSIUS",1,0,7
April,2022,III/037479S,37479,SOFT LUGGAGE KAM MAORI  UPRIGHT,2,2,0
April,2022,III/037485S,37485,"SCHOOL BAG(037485) WIZARD 18""",16,16,0
April,2022,III/037526V,37526,TAG SCHOOL BAG AST W/B,1,1,0
April,2022,III/037528V,37528,TAG SCHOOL BAG,3,3,0
April,2022,III/037582H,37582,S/C STROLLY 037582 SAMSNITE 69 CM,1,1,0
April,2022,III/037596S,37596,SAMSONITE HARD LUGG FLITE  COMFORT,4,4,0
April,2022,III/037610K,37610,KAMILIANT HARRANA SPINNER 57CM,2,4,2
April,2022,III/037611K,37611,KAMILIANTHARRANA SPINNER 67CM,2,2,0
April,2022,III/037674L,37674,LAVIE LADIES HANDBAG 33X26X903CM,1,1,0
April,2022,III/037700S,37700,LAVIE ZETA 1 BACK PACK PURPLE,5,5,0
April,2022,III/040011A,40011,BED SHEET ARJAY DOHAR DOUBLE,2,4,2
April,2022,III/040017S,40017,SAGAR BED COVER SINGLE,2,9,7
April,2022,III/040068H,40068,BED SHEET WITH PILLOW COVER,4,6,2
April,2022,III/040069S,40069,SAGAR DOULE B/SHT & 2 PLW COVER,2,0,28
April,2022,III/040255I,40255,TOWEL ARJOI SOFTY,20,23,3
April,2022,III/040263E,40263,TOWEL SAGAR 27X54 (40263E),6,7,41
April,2022,III/040264T,40264,TURKISH TOWEL XL,1,3,2
April,2022,III/041051S,41051,SAGAR COSMOS VESTS 85CM,31,40,49
April,2022,III/041054D,41054,VEST RUPA (041054)RN 95 CMS,20,30,26
April,2022,III/041056L,41056,VEST RUPA RN 90 CMS,11,11,0
April,2022,III/041057P,41057,VEST RUPA (041057)RIBLINE 95 CMS,7,31,24
April,2022,III/041069V,41069,VEST MARCHO 85,5,0,35
April,2022,III/041070V,41070,MACHO VEST,27,0,13
April,2022,III/041074R,41074,VEST RUPA JON WHITE RN 90CMS,17,33,16
April,2022,III/041082S,41082,VEST RAMBO FINE 85 S/JERSEY,16,29,13
April,2022,III/041087R,41087,RUPA GYM VEST 90CM,29,30,1
April,2022,III/041133D,41133,DOLLAR LEHAR VEST RN 90CM,1,2,1
April,2022,III/041134T,41134,DOLLAR LEHAR VEST RN 95CM,8,8,0
April,2022,III/041135S,41135,DOLLAR LEHAR VEST RN 100CM,9,15,6
April,2022,III/041272X,41272,VEST RAMBO SUPR 95CM,11,51,40
April,2022,III/041273A,41273,VEST RAMBO WHITE 90 RN SUPREAM,7,38,31
April,2022,III/041380T,41380,"BRA NEVA ROSEUM BNR 01/34""",2,28,46
April,2022,III/041383B,41383,BRA LOVE BRASICS 90 CMS,5,9,4
April,2022,III/041398S,41398,"SAGAR SOFT FEEL BRA 34""",5,0,35
April,2022,III/041399S,41399,"SAGAR SOFT FEEL BRA 36 """,2,0,18
April,2022,III/041438A,41438,GIRL SLIP BUNNY,2,12,10
April,2022,III/041458K,41458,BRIEF RUPA COLOUR 95 CM,26,19,9
April,2022,III/041459X,41459,BRIEF RUPA COLOUR 100 CM,19,19,0
April,2022,III/041461D,41461,BRIEF RUPA EURO MACROMAN 90CM,22,5,7
April,2022,III/041463B,41463,"RUPA EURO PLAIN BRIEF 95""",17,38,21
April,2022,III/041469B,41469,"SAGAR BOLD COMFORT BRIEF 95""",16,19,43
April,2022,III/041470X,41470,BRIEF SAGAR COMFORT 90 CMS,6,4,38
April,2022,III/041478B,41478,"BRIEF SAGAR GOLD COMFORT SIZE 100""",6,40,54
April,2022,III/041481S,41481,SAGER ADAM BOXER 95CM,1,4,3
April,2022,III/041493A,41493,BRIEF RAMBO STYLO 95 CMS,6,35,29
April,2022,III/041526S,41526,SAGER HAWK TRUNKS 90CM,8,2,34
April,2022,III/041527S,41527,SAGER HAWK 95CM,6,5,39
April,2022,III/041546K,41546,BRIEF FRENCHI 85 COL. MED,14,0,66
April,2022,III/041631G,41631,DOLLAR BIGBOSS BRIEF T/E 95CM,1,1,0
April,2022,III/041635Y,41635,DOLLAR MISSY PANTY LARGE PACK 2,1,9,8
April,2022,III/041653K,41653,RAMBO MENS TRUNK HUNK 95CM,1,2,1
April,2022,III/041714D,41714,"VEST SAGAR COZY (041714)90""",10,12,2
April,2022,III/041715A,41715,VEST SAGAR(041715) COZY 95 CMS,3,27,64
April,2022,III/041716L,41716,"VEST SAGAR (041716)PREMIUM 90""",12,35,23
April,2022,III/041717L,41717,VEST SAGAR 95 CMS,3,27,74
April,2022,III/041988M,41988,MONTE CARLO SOCKS (PACK OF 3) M&L,1,1,0
April,2022,III/042007S,42007,REEBOK SOCKS 0,21,0,29
April,2022,III/042016A,42016,SOCKS ADIDAS BL/WH/GREY,2,2,0
April,2022,III/042018A,42018,ADDIDAS LADIES HALF TRI SOCKS 3 CP,6,22,16
April,2022,III/042035R,42035,REEBOK SOCKS WHITE,19,0,31
April,2022,III/042036T,42036,REEBOK SOCKS GREY COLOUR,6,22,16
April,2022,III/042091H,42091,RAMBO MENS SPROTS SOCKS RAIDER,2,5,3
April,2022,III/043094S,43094,DOOR MAT DEKOTURF SZ 40*60,4,9,5
April,2022,III/043097S,43097,DOOR MAT SAGAR,6,17,11
April,2022,III/043101S,43101,FITSPREE INTERLOCKING MAT 10MM,2,10,8
April,2022,III/043102S,43102,FITSPREE INTER LOCKING MAT 15MM,3,6,3
April,2022,III/043103P,43103,FITSPREE YOGA MAT 5 MM,2,10,8
April,2022,III/043104H,43104,FITSPREE YOGA MAT GREEN,1,12,11
April,2022,III/043105I,43105,FITSPREE YOGA MAT PINK,7,11,4
April,2022,III/043106S,43106,FITSPREE YOGA MAT TOMATO RED,2,11,9
April,2022,III/043120X,43120,FOOT MAT SAGAR DELUXE 15X24,8,16,52
April,2022,III/043175J,43175,ADIDAT T SHIRT POLO MED BLACK,8,10,2
April,2022,III/043181J,43181,ADIDAD T SHIRT POLO LARGE B ROYAL,3,3,0
April,2022,III/045239R,45239,SHORTS REEBOK PLATER SZ LARGE,5,18,13
April,2022,III/045255A,45255,T-SHIRT ADIDAS LARGE NAVY BLUE,8,8,0
April,2022,III/045292P,45292,ADIDAS SHORT MEDIUM NAVY BLUE,5,30,25
April,2022,III/045293H,45293,SHORT ADIDAS LARGE NAVY BLUE,2,20,18
April,2022,III/045305A,45305,ADIDAS SHORTS BLACK MEDIUM,11,12,1
April,2022,III/045364H,45364,H/KERCHIEF PLAIN W BENZ 3,68,97,29
April,2022,III/045365A,45365,HANDKERCHIEF BONJOUR,71,90,19
